year,state,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,total_crimes,crime_rate,,,,
2003,VA,7365284,20490,416,1807,6713,11554,200449,29105,153367,17977,441878,5.999469946,,,,
2003,WA,6131298,21272,182,2863,5718,12509,291542,58271,192653,40618,625628,10.20384264,,,,
2003,WV,1811440,4627,73,311,701,3542,42370,10498,28409,3463,93994,5.18891048,,,,
2003,WI,5474290,12104,183,1202,4397,6322,157684,26546,118775,12363,339576,6.203105791,,,,
2003,WY,502111,1314,14,136,84,1080,16648,2611,13239,798,35924,7.154593307,,,,
2002,AL,4478896,19931,303,1664,5962,12002,180400,42578,123932,13890,400662,8.945552654,,,,
2002,AK,641482,3627,33,511,489,2594,24118,3908,17739,2471,55490,8.650281691,,,,
2002,AZ,5441125,30171,387,1608,8000,20176,318296,59087,201541,57668,696934,12.80863792,,,,
2002,AR,2706268,11501,142,754,2524,8081,101171,23229,71129,6813,225344,8.326743693,,,,
2002,CA,35001986,208388,2395,10198,64968,130827,1176484,238428,715692,222364,2769744,7.913105274,,,,
2002,CO,4501051,15882,179,2066,3579,10058,180054,31678,125193,23183,391872,8.706233278,,,,
2002,CT,3458587,10807,84,740,4069,5914,93426,17111,64735,11580,208466,6.027490417,,,,
2002,DE,805945,4836,26,358,1154,3298,26967,5355,18555,3057,63606,7.892101818,,,,
2002,DC,569157,9322,264,262,3834,4962,36477,5170,21708,9599,91598,16.09362619,,,,
2002,FL,16691701,128721,911,6753,32581,88476,777236,177242,511478,88516,1811914,10.85517887,,,,
2002,GA,8544005,39271,606,2108,13432,23125,346559,73932,234591,38036,771660,9.031595838,,,,
2002,HI,1240663,3262,24,372,1210,1656,71976,12722,49344,9910,150476,12.12867636,,,,
2002,ID,1343124,3419,36,497,240,2646,39128,7441,29060,2627,85094,6.335528216,,,,
2002,IL,12586447,75759,961,4370,25314,45114,430479,81440,304227,44812,1012476,8.044176407,,,,
2002,IN,6156913,22001,362,1843,6612,13184,208965,42605,146073,20287,461932,7.502655958,,,,
2002,IA,2935840,8388,44,797,1169,6378,92877,18643,68411,5823,202530,6.898536705,,,,
2002,KS,2711769,10229,78,1035,2165,6951,100768,19679,73877,7212,221994,8.186316755,,,,
2002,KY,4089822,11101,191,1087,3131,6692,108590,26891,72378,9321,239382,5.853115368,,,,
2002,LA,4476192,29690,593,1529,7123,20445,198838,45350,133302,20186,457056,10.21082206,,,,
2002,ME,1294894,1396,14,377,270,735,32985,6965,24591,1429,68762,5.310241611,,,,
2002,MD,5450525,42015,513,1370,13417,26715,217105,39765,143320,34020,518240,9.50807491,,,,
2002,MA,6421800,31137,173,1777,7169,22018,167753,33243,107922,26588,397780,6.19421346,,,,
2002,MI,10043221,54306,678,5364,11847,36417,335060,70970,214367,49723,778732,7.75380727,,,,
2002,MN,5024791,13428,112,2273,3937,7106,164026,28034,122150,13842,354908,7.063139542,,,,
2002,MS,2866733,9858,264,1127,3356,5111,109584,29593,70468,9523,238884,8.33296997,,,,
2002,MO,5669544,30557,331,1465,7024,21737,230520,42721,159921,27878,522154,9.209805939,,,,
2002,MT,910372,3197,16,237,283,2661,28751,3289,23679,1783,63896,7.018669291,,,,
2002,NE,1727564,5428,48,464,1359,3557,68178,10329,51440,6409,147212,8.521363029,,,,
2002,NV,2167455,13856,181,928,5118,7629,83896,18951,47459,17486,195504,9.019979654,,,,
2002,NH,1274405,2056,12,446,413,1185,26250,4838,19468,1944,56612,4.442229903,,,,
2002,NJ,8575252,32252,339,1365,13955,16593,227715,43899,148061,35755,519934,6.063192079,,,,
2002,NM,1852044,13719,152,1027,2206,10334,80477,19634,53406,7437,188392,10.17211254,,,,
2002,NY,19134293,95030,909,3885,36653,53583,442091,76700,318025,47366,1074242,5.614223635,,,,
2002,NC,8305820,39118,548,2196,12205,24169,353708,99535,229307,24866,785652,9.459054013,,,,
2002,ND,633911,496,5,163,58,270,14762,2243,11501,1018,30516,4.813924983,,,,
2002,OH,11408699,40128,526,4809,17871,16922,428976,99164,287045,42767,938208,8.223619538,,,,
2002,OK,3489700,17587,163,1573,2966,12885,148128,35171,100185,12772,331430,9.497377998,,,,
2002,OR,3520355,10298,72,1238,2742,6246,161145,25696,118925,16524,342886,9.740097235,,,,
2002,PA,12328827,49578,624,3731,17163,28060,300868,55610,212441,32817,700892,5.684985279,,,,
2002,RI,1068326,3051,41,395,916,1699,35342,6415,24051,4876,76786,7.187506435,,,,
2002,SC,4103770,33761,298,1959,5774,25730,183808,43745,123196,16867,435138,10.60337202,,,,
2002,SD,760437,1350,11,361,117,861,15992,3034,12139,819,34684,4.5610616,,,,
2002,TN,5789796,41562,420,2290,9413,29439,249399,61248,161610,26541,581922,10.05082044,,,,
2002,TX,21736925,126018,1302,8508,37580,78628,1004274,212602,688992,102680,2260584,10.39974145,,,,
2002,UT,2318789,5488,47,943,1140,3358,97641,15124,74795,7722,206258,8.89507411,,,,
2002,VT,616408,658,13,126,77,442,14942,3489,10684,769,31200,5.061582588,,,,
2002,VA,7287829,21256,388,1839,6961,12068,207783,31757,157548,18478,458078,6.285520695,,,,
2002,WA,6067060,20964,184,2734,5797,12249,288967,54948,193526,40493,619862,10.21684308,,,,
2002,WV,1804884,4221,57,328,657,3179,41099,9677,27524,3898,90640,5.021929387,,,,
2002,WI,5439692,12238,154,1237,4713,6134,164749,27926,123365,13458,353974,6.507243425,,,,
2002,WY,498830,1364,15,148,93,1108,16494,2448,13303,743,35716,7.159954293,,,,
2001,AL,4468912,19582,379,1369,5584,12250,173253,40642,119992,12619,385670,8.630064767,,,,
2001,AK,633630,3735,39,501,514,2681,23160,3847,16695,2618,53790,8.489181383,,,,
2001,AZ,5306966,28675,400,1518,8868,17889,293874,54821,186850,52203,645098,12.15568368,,,,
2001,AR,2694698,12190,148,892,2181,8969,99106,22196,69590,7320,222592,8.260369065,,,,
2001,CA,34600463,212867,2206,9960,64614,136087,1134189,232273,697739,204177,2694112,7.786346674,,,,
2001,CO,4430989,15492,158,1930,3555,9849,170887,28533,121360,20994,372758,8.412523705,,,,
2001,CT,3434602,11492,105,639,4183,6565,95299,17159,65762,12378,213582,6.218537111,,,,
2001,DE,796599,4868,23,420,1156,3269,27399,5144,19476,2779,64534,8.101190185,,,,
2001,DC,573822,9195,231,181,3780,5003,35232,4949,22313,7970,88854,15.48459278,,,,
2001,FL,16373330,130713,874,6641,32867,90331,782517,176052,516548,89917,1826460,11.15509185,,,,
2001,GA,8405677,41671,598,2180,14402,24491,347872,71799,238484,37589,779086,9.268569325,,,,
2001,HI,1227024,3117,32,409,1142,1534,62830,11162,44925,6743,131894,10.749097,,,,
2001,ID,1320585,3211,30,425,245,2511,38181,7507,28285,2389,82784,6.268736961,,,,
2001,IL,12520227,79270,982,4010,24931,49347,434648,79158,306757,48733,1027836,8.209403871,,,,
2001,IN,6126743,22734,413,1716,7171,13434,211548,42758,147291,21499,468564,7.647848131,,,,
2001,IA,2931967,7865,50,649,1154,6012,88634,16885,66244,5505,192998,6.582543392,,,,
2001,KS,2702125,10909,92,945,2423,7449,105537,20514,77038,7985,232892,8.618846278,,,,
2001,KY,4068816,10510,181,1051,3269,6009,107356,26964,71448,8944,235732,5.793626451,,,,
2001,LA,4470368,30678,501,1403,7864,20910,207693,46451,139555,21687,476742,10.66449116,,,,
2001,ME,1284470,1435,19,326,264,826,33154,6898,24585,1671,69178,5.385723294,,,,
2001,MD,5386079,42088,446,1449,13525,26668,219512,41553,145934,32025,523200,9.713931043,,,,
2001,MA,6401164,30585,143,1856,6476,22110,167079,32430,106821,27828,395328,6.175876762,,,,
2001,MI,10006266,55424,672,5264,12937,36551,352353,72038,226708,53607,815554,8.150432939,,,,
2001,MN,4984535,13145,119,2236,3758,7032,165046,25496,124519,15031,356382,7.14975419,,,,
2001,MS,2859733,10006,282,1147,3294,5283,109609,29821,70315,9473,239230,8.365466287,,,,
2001,MO,5637309,30472,372,1383,7771,20946,238411,42977,167420,28014,537766,9.539409672,,,,
2001,MT,905382,3187,34,188,230,2735,30175,3670,24684,1821,66724,7.36970693,,,,
2001,NE,1720039,5214,43,431,1128,3612,68963,9760,52713,6490,148354,8.62503699,,,,
2001,NV,2097722,12359,180,883,4932,6364,77486,17711,45073,14702,179690,8.565958692,,,,
2001,NH,1259359,2144,17,458,445,1224,27089,4889,20060,2140,58466,4.64252052,,,,
2001,NJ,8511116,33094,336,1278,14110,17370,240551,46812,156031,37708,547290,6.430296567,,,,
2001,NM,1830935,14288,99,850,2695,10644,83095,19552,56406,7137,194766,10.6375158,,,,
2001,NY,19084350,98022,960,3546,36555,56961,458003,80400,329316,48287,1112050,5.827025809,,,,
2001,NC,8206105,40465,505,2083,13304,24573,363777,101889,237241,24647,808484,9.852225873,,,,
2001,ND,636550,505,7,164,60,274,14834,2165,11583,1086,30678,4.819417171,,,,
2001,OH,11389785,40023,452,4466,17199,17906,435115,96910,295976,42229,950276,8.343230359,,,,
2001,OK,3469577,17726,185,1486,2746,13309,141679,34573,94537,12569,318810,9.188728194,,,,
2001,OR,3473441,10650,84,1174,2749,6643,164524,26648,123034,14842,350348,10.08648196,,,,
2001,PA,12303104,50432,651,3467,17500,28814,313408,54345,223350,35713,727680,5.914604965,,,,
2001,RI,1059659,3278,39,416,986,1837,35742,6824,23875,5043,78040,7.36463334,,,,
2001,SC,4062125,33114,330,1769,5987,25028,186054,42611,126742,16701,438336,10.79080531,,,,
2001,SD,758324,1171,7,351,103,710,16473,3087,12571,815,35288,4.65341991,,,,
2001,TN,5749398,42776,423,2196,10219,29938,252992,59705,165015,28272,591536,10.28865979,,,,
2001,TX,21370983,122155,1332,8169,35348,77306,976654,204362,669625,102667,2197618,10.28318632,,,,
2001,UT,2278712,5314,67,896,1197,3154,90993,13804,70676,6513,192614,8.452757523,,,,
2001,VT,612978,644,7,107,107,423,16334,3150,12426,758,33956,5.539513653,,,,
2001,VA,7196750,20939,364,1770,6860,11945,207506,31604,157060,18842,456890,6.348560114,,,,
2001,WA,5993390,21258,179,2600,5934,12545,287234,53024,195133,39077,616984,10.29440767,,,,
2001,WV,1800975,5035,40,320,707,3968,41085,9601,28268,3216,92240,5.121670206,,,,
2001,WI,5405947,12486,192,1142,4444,6708,166924,26927,125275,14722,358820,6.637504955,,,,
2001,WY,493754,1272,9,153,84,1026,16120,2481,12943,696,34784,7.044803688,,,,
2000,AL,4447100,21620,329,1482,5702,14107,180539,40331,127399,12809,404318,9.091722696,,,,
2000,AK,626932,3554,27,497,490,2540,23087,3899,16838,2350,53282,8.49884836,,,,
2000,AZ,5130632,27281,359,1577,7504,17841,271811,51902,176705,43204,598184,11.65907046,,,,
2000,AR,2673400,11904,168,848,2001,8887,98115,21443,69740,6932,220038,8.230642627,,,,
2000,CA,33871648,210531,2079,9785,60249,138418,1056183,222293,651855,182035,2533428,7.479494355,,,,
2000,CO,4301261,14367,134,1774,3034,9425,156937,27133,112843,16961,342608,7.965292039,,,,
2000,CT,3405565,11058,98,678,3832,6450,99033,17436,68498,13099,220182,6.465358905,,,,
2000,DE,783600,5363,25,424,1394,3520,29727,5216,21360,3151,70180,8.956100051,,,,
2000,DC,572059,8626,239,251,3554,4582,33000,4745,21655,6600,83252,14.55304435,,,,
2000,FL,15982378,129777,903,7057,31809,90008,780377,172898,518298,89181,1820308,11.38946908,,,,
2000,GA,8186453,41319,651,1968,13250,25450,347630,68488,240440,38702,777898,9.502259403,,,,
2000,HI,1211537,2954,35,346,1123,1450,60033,10665,43254,6114,125974,10.39786651,,,,
2000,ID,1293953,3267,16,384,223,2644,37961,7330,28545,2086,82456,6.372410744,,,,
2000,IL,12419293,81196,898,3926,25641,50731,445278,81850,313161,50267,1052948,8.478324813,,,,
2000,IN,6080485,21230,352,1759,6282,12837,206905,41108,144707,21090,456270,7.50384221,,,,
2000,IA,2926324,7796,46,676,1071,6003,86834,16342,65118,5374,189260,6.467499839,,,,
2000,KS,2688418,10470,169,1022,2048,7231,108057,21484,80077,6496,237054,8.817602025,,,,
2000,KY,4041769,11903,193,1091,3256,7363,107723,25308,73141,9274,239252,5.919487234,,,,
2000,LA,4468976,30440,560,1497,7532,20851,211904,46289,144345,21270,484688,10.84561653,,,,
2000,ME,1274923,1397,15,320,247,815,32003,6775,23906,1322,66800,5.239532113,,,,
2000,MD,5296486,41663,430,1543,13560,26130,213422,39426,145423,28573,510170,9.63223541,,,,
2000,MA,6349097,30230,125,1696,5815,22594,161901,30600,105425,25876,384262,6.052230735,,,,
2000,MI,9938444,55159,669,5025,13712,35753,353297,69790,227783,55724,816912,8.219717292,,,,
2000,MN,4919479,13813,151,2240,3713,7709,157798,26116,118250,13432,343222,6.976795714,,,,
2000,MS,2844658,10267,255,1019,2703,6290,103644,26918,69758,6968,227822,8.008765904,,,,
2000,MO,5595211,27419,347,1351,7598,18123,225919,41685,159539,24695,506676,9.055529809,,,,
2000,MT,902195,2807,20,308,203,2276,32198,3624,26678,1896,70010,7.759963201,,,,
2000,NE,1711263,5606,63,436,1147,3960,64479,10131,49118,5230,140170,8.19102616,,,,
2000,NV,1998257,10474,129,860,4543,4942,74823,17526,44125,13172,170594,8.537140118,,,,
2000,NH,1235786,2167,22,522,453,1170,27901,4992,20761,2148,60136,4.866214701,,,,
2000,NJ,8414350,32298,289,1357,13553,17099,233637,43924,155562,34151,531870,6.320987361,,,,
2000,NM,1819046,13786,135,922,2499,10230,86605,21339,57925,7341,200782,11.03776375,,,,
2000,NY,18976457,105111,952,3530,40539,60090,483078,87946,340901,54231,1176378,6.199144551,,,,
2000,NC,8049313,40051,560,2181,12595,24715,355921,97888,232767,25266,791944,9.838653311,,,,
2000,ND,642200,523,4,169,56,294,14171,2093,11092,986,29388,4.576144503,,,,
2000,OH,11353140,37935,418,4271,15610,17636,420939,88636,293277,39026,917748,8.083649105,,,,
2000,OK,3450654,17177,182,1422,2615,12958,140125,31661,96116,12348,314604,9.117228212,,,,
2000,OR,3421399,12000,70,1286,2888,7756,153780,25618,114230,13932,331560,9.690772693,,,,
2000,PA,12281054,51584,602,3247,18155,29580,316274,54080,225869,36325,735716,5.990658457,,,,
2000,RI,1048319,3121,45,412,922,1742,33323,6620,22038,4665,72888,6.95284546,,,,
2000,SC,4012012,33225,291,1660,6220,25054,181290,40319,125385,15586,429030,10.69363701,,,,
2000,SD,754844,1259,7,305,131,816,16252,2896,12558,798,35022,4.63963415,,,,
2000,TN,5689283,40233,410,2186,9465,28172,237985,56344,154111,27530,556436,9.780424001,,,,
2000,TX,20851820,113653,1238,7856,30257,74302,919658,188975,637522,93161,2066622,9.910990983,,,,
2000,UT,2233169,5711,43,863,1242,3563,94247,14348,73438,6461,199916,8.952121402,,,,
2000,VT,608827,691,9,140,117,425,17494,3501,13184,809,36370,5.973782372,,,,
2000,VA,7078515,19943,401,1616,6295,11631,194405,30434,146158,17813,428696,6.056298532,,,,
2000,WA,5894121,21788,196,2737,5812,13043,279144,53476,190650,35018,601864,10.21125966,,,,
2000,WV,1808344,5723,46,331,749,4597,41344,9890,28139,3315,94134,5.205536115,,,,
2000,WI,5363675,12700,169,1165,4537,6829,159424,25183,119605,14636,344248,6.418136819,,,,
2000,WY,493782,1316,12,160,70,1074,14969,2078,12318,573,32570,6.596028207,,,,
1999,AL,4369862,21421,345,1513,5297,14266,171398,38648,119616,13134,385638,8.824946875,,,,
1999,AK,619500,3908,52,517,566,2773,23099,3787,16654,2658,54014,8.718966909,,,,
1999,AZ,4778332,26334,384,1383,7288,17279,255401,49423,167731,38247,563470,11.79219025,,,,
1999,AR,2551373,10848,143,710,2024,7971,92283,21692,63927,6664,206262,8.084353013,,,,
1999,CA,33145121,207879,2005,9363,60039,136472,1053285,223814,660991,168480,2522328,7.609952608,,,,
1999,CO,4056133,13811,185,1679,3056,8891,151002,26979,109228,14795,329626,8.126607288,,,,
1999,CT,3282031,11342,107,654,4054,6527,99894,19298,69299,11297,222472,6.778485639,,,,
1999,DE,753538,5534,24,529,1492,3489,30922,5245,22634,3043,72912,9.675955294,,,,
1999,DC,519000,8448,241,248,3344,4615,33420,5067,21701,6652,83736,16.13410405,,,,
1999,FL,15111244,129044,859,6990,31969,89226,808674,181378,534105,93191,1875436,12.41086439,,,,
1999,GA,7788240,41585,583,2319,12962,25721,359383,71429,247834,40120,801936,10.29675511,,,,
1999,HI,1185497,2785,44,354,1044,1343,54539,9421,40458,4660,114648,9.670880652,,,,
1999,ID,1251700,3066,25,417,223,2401,36363,7641,26824,1898,78858,6.300071902,,,,
1999,IL,12128370,83621,939,4297,26365,52020,463939,86317,320954,56668,1095120,9.029407909,,,,
1999,IN,5942901,22261,391,1607,6496,13767,201547,42463,138794,20290,447616,7.531944416,,,,
1999,IA,2869413,8034,43,780,1051,6160,84463,17012,62316,5135,184994,6.447102596,,,,
1999,KS,2654052,10159,160,1065,2047,6887,107644,21874,79722,6048,235606,8.877218683,,,,
1999,KY,3960825,12212,203,1148,3104,7757,104768,25180,70719,8869,233960,5.906850214,,,,
1999,LA,4372035,32033,468,1448,7591,22526,219219,47775,149749,21695,502504,11.49359509,,,,
1999,ME,1253040,1404,25,239,243,897,34618,7532,25392,1694,72044,5.749537126,,,,
1999,MD,5171634,38447,465,1551,13636,22795,215973,43230,147296,25447,508840,9.83905667,,,,
1999,MA,6175169,34023,122,1663,5931,26307,167437,32964,108845,25628,402920,6.524841668,,,,
1999,MI,9863775,56709,695,4849,14103,37062,369887,76736,236351,56800,853192,8.649751236,,,,
1999,MN,4775508,13085,134,2038,3917,6996,158717,27706,117736,13275,343604,7.195129817,,,,
1999,MS,2768619,9671,213,1156,3091,5211,108560,29109,65919,13532,236462,8.540792359,,,,
1999,MO,5468338,27353,359,1439,7149,18406,223010,42476,157550,22984,500726,9.15682242,,,,
1999,MT,882779,2090,22,293,239,1536,29103,3876,23353,1874,62386,7.067000914,,,,
1999,NE,1666028,7167,60,414,1264,5429,61277,10158,45679,5440,136888,8.216428535,,,,
1999,NV,1809253,10311,165,943,4209,4994,73874,17613,43167,13094,168370,9.306050619,,,,
1999,NH,1201134,1159,18,345,257,539,26247,3698,21195,1354,54812,4.563354297,,,,
1999,NJ,8143412,33540,287,1409,14243,17601,243333,46998,160978,35357,553746,6.799926124,,,,
1999,NM,1739844,14520,170,944,2579,10827,89220,21481,59613,8126,207480,11.92520709,,,,
1999,NY,18196601,107147,903,3563,43821,58860,489596,93217,338118,58261,1193486,6.558840302,,,,
1999,NC,7650789,41474,552,2155,12087,26680,354497,98457,230463,25577,791942,10.35111542,,,,
1999,ND,633666,424,10,142,56,216,14748,2337,11375,1036,30344,4.788642597,,,,
1999,OH,11256654,35616,397,4129,14405,16685,414264,87023,288049,39192,899760,7.993138991,,,,
1999,OK,3358044,17066,231,1375,2785,12675,140220,34472,93616,12132,314572,9.367715253,,,,
1999,OR,3316154,12432,88,1219,2858,8267,153434,26749,113052,13633,331732,10.00351612,,,,
1999,PA,11994016,50431,592,3279,18670,27890,323021,56037,227750,39234,746904,6.22730535,,,,
1999,RI,990819,2840,36,391,788,1625,32657,6341,22284,4032,70994,7.16518355,,,,
1999,SC,3885736,32920,258,1587,5760,25315,173987,39630,119912,14445,413814,10.64956549,,,,
1999,SD,733133,1227,18,336,103,770,18159,3255,14043,861,38772,5.288535641,,,,
1999,TN,5483535,38111,391,2415,8598,26707,219302,51362,142685,25255,514826,9.388578718,,,,
1999,TX,20044141,112306,1217,7614,29405,74070,896261,190362,613862,92037,2017134,10.06345944,,,,
1999,UT,2129836,5869,44,806,1158,3861,100130,14592,78156,7382,211998,9.953724137,,,,
1999,VT,593740,676,17,136,65,458,16059,3537,11610,912,33470,5.637147573,,,,
1999,VA,6872912,21626,392,1720,6947,12567,210260,32411,159896,17953,463772,6.747823921,,,,
1999,WA,5756361,21716,171,2711,5808,13026,280793,54652,192334,33807,605018,10.5104249,,,,
1999,WV,1806928,6336,79,337,661,5259,42825,10303,28760,3762,98322,5.441390028,,,,
1999,WI,5250446,12908,179,1055,4449,7225,160154,25633,120702,13819,346124,6.592278066,,,,
1999,WY,479602,1115,11,137,74,893,15468,2349,12523,596,33166,6.915317284,,,,
1998,AL,4352000,22286,354,1443,5698,14791,177779,41965,120943,14871,400130,9.194163603,,,,
1998,AK,614000,4015,41,421,532,3021,25316,4098,18611,2607,58662,9.554071661,,,,
1998,AZ,4669000,26984,376,1451,7715,17442,280001,56473,183137,40391,613970,13.14992504,,,,
1998,AR,2538000,12442,201,893,2442,8906,96271,23559,65525,7187,217426,8.566824271,,,,
1998,CA,32667000,229883,2171,9782,68782,149148,1188791,269012,724262,195517,2837348,8.685670554,,,,
1998,CO,3971000,15008,183,1883,3238,9704,163189,31231,115871,16087,356394,8.974918157,,,,
1998,CT,3274000,11993,135,728,4379,6751,111978,21801,77472,12705,247942,7.573060476,,,,
1998,DE,744000,5672,21,499,1445,3707,34230,6395,24649,3186,79804,10.72634409,,,,
1998,DC,523000,8988,260,190,3606,4932,37222,6361,24360,6501,92420,17.67112811,,,,
1998,FL,14916000,140016,967,7404,36198,95447,887107,203105,579752,104250,2054246,13.77209708,,,,
1998,GA,7642000,43762,618,2322,14308,26514,373717,75720,255459,42538,834958,10.92590945,,,,
1998,HI,1193000,2946,24,352,1225,1345,60677,11169,43914,5594,127246,10.66605197,,,,
1998,ID,1229000,3468,36,386,264,2782,42185,8518,31385,2282,91306,7.429292107,,,,
1998,IL,12045000,97291,1008,4095,29927,62261,487915,97792,337191,52932,1170412,9.716994604,,,,
1998,IN,5899000,25423,454,1952,6561,16456,220529,46552,152790,21187,491904,8.338769283,,,,
1998,IA,2862000,8916,54,728,1456,6678,91272,19282,66016,5974,200376,7.001257862,,,,
1998,KS,2629000,10972,173,1128,2287,7384,117114,24984,85329,6801,256172,9.744085203,,,,
1998,KY,3936000,12909,237,1107,3468,8097,109721,27998,71971,9752,245260,6.231199187,,,,
1998,LA,4369000,34057,560,1609,8651,23237,232378,51210,157507,23661,532870,12.1966125,,,,
1998,ME,1244000,1566,26,225,263,1052,36261,8295,26457,1509,75654,6.081511254,,,,
1998,MD,5135000,40903,513,1714,15339,23337,234624,47393,159019,28212,551054,10.73133398,,,,
1998,MA,6147000,38192,124,1687,5938,30443,173011,37333,109275,26403,422406,6.871742313,,,,
1998,MI,9817000,60947,721,4946,15293,39987,398773,82249,258186,58338,919440,9.365794031,,,,
1998,MN,4725000,14656,121,2358,4371,7806,176541,32486,128689,15366,382394,8.092994709,,,,
1998,MS,2752000,11302,315,1026,3394,6567,109345,31498,68525,9322,241294,8.767950581,,,,
1998,MO,5439000,30222,399,1463,8116,20244,232284,47455,160363,24466,525012,9.652730281,,,,
1998,MT,880000,1797,18,235,232,1312,36564,4575,29940,2049,76722,8.718409091,,,,
1998,NE,1663000,7507,51,417,1290,5749,65752,10544,49420,5788,146518,8.810463019,,,,
1998,NV,1747000,11244,170,911,4453,5710,81006,19873,47367,13766,184500,10.56096165,,,,
1998,NH,1185000,1270,18,400,255,597,27405,3852,22079,1474,57350,4.839662447,,,,
1998,NJ,8115000,35720,325,1623,15109,18663,260810,54459,171166,35185,593060,7.308194701,,,,
1998,NM,1737000,16700,190,957,2839,12714,100011,24213,65031,10767,233422,13.43822683,,,,
1998,NY,18175000,115915,924,3843,49125,62023,536287,104821,363295,68171,1304404,7.176913343,,,,
1998,NC,7546000,43723,612,2311,12133,28667,357892,99951,233325,24616,803230,10.64444739,,,,
1998,ND,638000,570,7,212,65,286,16535,2274,13134,1127,34210,5.362068966,,,,
1998,OH,11209000,40628,443,4543,14960,20682,444438,90805,310612,43021,970132,8.654937996,,,,
1998,OK,3347000,18053,204,1513,3078,13258,149426,38268,97593,13565,334958,10.0077084,,,,
1998,OR,3282000,13778,126,1307,3452,8893,171545,30442,123841,17262,370646,11.29329677,,,,
1998,PA,12001000,50470,633,3223,19787,26827,342318,63777,235873,42668,785576,6.545921173,,,,
1998,RI,988000,3084,24,351,659,2050,31672,6452,21391,3829,69512,7.03562753,,,,
1998,SC,3836000,34647,306,1753,5943,26645,186960,44600,126412,15948,443214,11.55406674,,,,
1998,SD,738000,1139,10,258,149,722,18227,3458,14006,763,38732,5.248238482,,,,
1998,TN,5431000,38832,460,2485,9667,26220,234588,58432,148057,28099,546840,10.06886393,,,,
1998,TX,19760000,111566,1346,7913,28677,73630,898496,194883,606967,96646,2020124,10.2232996,,,,
1998,UT,2100000,6599,65,875,1385,4274,109025,17070,84255,7700,231248,11.01180952,,,,
1998,VT,591000,628,13,163,56,396,17924,3966,13084,874,37104,6.278172589,,,,
1998,VA,6791000,22115,422,1810,7171,12712,226461,38094,170012,18355,497152,7.320748049,,,,
1998,WA,5689000,24380,224,2740,6577,14839,309419,60446,213773,35200,667598,11.7348919,,,,
1998,WV,1811000,4503,78,339,676,3410,41627,11110,27127,3390,92260,5.094422971,,,,
1998,WI,5224000,13009,190,1037,4474,7308,172084,29740,128134,14210,370186,7.086255743,,,,
1998,WY,481000,1191,23,133,78,957,17124,2696,13759,669,36630,7.615384615,,,,
1997,AL,4319000,24379,426,1396,6931,15626,186809,43786,127616,15407,422376,9.779485992,,,,
1997,AK,609000,4270,54,403,648,3165,27840,4276,20780,2784,64220,10.54515599,,,,
1997,AZ,4555000,28411,375,1492,7547,18997,299323,60077,195045,44201,655468,14.39007684,,,,
1997,AR,2523000,13293,250,1098,2814,9131,105759,25568,72253,7938,238104,9.437336504,,,,
1997,CA,32268000,257582,2579,10189,81468,163346,1312367,299240,784405,228722,3139898,9.730686748,,,,
1997,CO,3893000,14139,157,1677,3242,9063,166902,30994,119801,16107,362082,9.300847675,,,,
1997,CT,3270000,12781,124,740,4999,6918,117505,24143,78821,14541,260572,7.968562691,,,,
1997,DE,732000,5753,22,428,1783,3520,36578,6421,25904,4253,84662,11.56584699,,,,
1997,DC,529000,10708,301,218,4501,5688,41341,6963,26809,7569,104098,19.67826087,,,,
1997,FL,14654000,149996,1012,7599,40459,100926,915613,213926,594492,107195,2131218,14.54359219,,,,
1997,GA,7486000,45408,563,2328,15473,27044,388155,81320,262263,44572,867126,11.58330216,,,,
1997,HI,1187000,3299,47,371,1403,1478,68193,12741,48984,6468,142984,12.04582982,,,,
1997,ID,1210000,3107,39,350,237,2481,44388,9175,32784,2429,94990,7.850413223,,,,
1997,IL,11896000,102476,1096,4415,33123,63842,509113,103550,350140,55423,1223178,10.28226295,,,,
1997,IN,5864000,30179,430,1928,7763,20058,231723,48182,158442,25099,523804,8.932537517,,,,
1997,IA,2852000,8841,52,579,1593,6617,99986,22003,71301,6682,217654,7.631626928,,,,
1997,KS,2595000,11151,150,1179,2535,7287,122553,24292,91823,6438,267408,10.30473988,,,,
1997,KY,3908000,12386,228,1304,3546,7308,109819,26638,73487,9694,244410,6.254094166,,,,
1997,LA,4352000,37248,682,1799,10407,24360,243423,53935,163114,26374,561342,12.89848346,,,,
1997,ME,1242000,1500,25,254,257,964,37396,8241,27513,1642,77792,6.263446055,,,,
1997,MD,5094000,43127,502,1814,17157,23654,244842,47918,166256,30668,575938,11.30620338,,,,
1997,MA,6118000,39411,119,1647,6676,30969,185437,40491,115494,29452,449696,7.35037594,,,,
1997,MI,9774000,57663,759,5070,14934,36900,422916,80726,276863,65327,961158,9.833824432,,,,
1997,MN,4686000,15827,129,2446,5373,7879,191006,35265,137872,17869,413666,8.827699531,,,,
1997,MS,2731000,12808,358,1065,3741,7644,113644,32429,71887,9328,252904,9.260490663,,,,
1997,MO,5402000,31192,426,1525,8430,20811,228889,46900,155472,26517,520162,9.62906331,,,,
1997,MT,879000,1161,42,171,179,769,37592,5002,30411,2179,77506,8.817519909,,,,
1997,NE,1657000,7265,50,406,1097,5712,63717,9813,48363,5541,141964,8.567531684,,,,
